VideoAnalysis: Time (s),VideoAnalysis: X,VideoAnalysis: Y,VideoAnalysis: X Velocity,VideoAnalysis: Y Velocity
98,212.9690625,378.2223438,30.3781467,4.187282986
98.2,215.5628125,378.8785938,0.524088542,1.541341146
98.4,212.2815625,378.8785938,-25.64724392,-1.656358507
98.6,204.539375,377.8395313,-46.07638889,-2.97797309
98.8,191.8635938,377.5934375,-54.13845486,-3.375108507
99,179.539375,376.16375,-44.14116753,-1.950954861
99.2,173.0510938,376.491875,-25.1703559,0.640733507
99.4,168.4573438,376.82,0.353732639,1.272786458
99.6,172.02375,377.804375,30.29785156,-1.302083333
99.8,182.570625,375.91375,49.63270399,-2.3046875
100,194.5628125,375.695,53.56336806,1.8359375
100.2,206.1292188,377.335625,43.27745226,3.217230903
100.4,214.539375,377.335625,18.09733073,2.845594618
100.6,214.539375,378.648125,-13.32573785,1.294487847
100.8,207.9260938,377.9996875,-38.29698351,-1.016167535
101,197.0901563,377.6754688,-51.01345486,-0.77202691
101.2,185.2542188,378.0192188,-49.59309896,-1.784939236
101.4,175.289375,376.7223438,-35.88216146,-1.461588542
101.6,169.039375,377.3785938,-11.3688151,-0.911458333
101.8,170.33625,376.2379688,15.80566406,0.111219618
102,175.7698438,377.554375,39.49435764,0.609809028
102.2,188.2659375,376.866875,51.03515625,-0.254448785
102.4,199.5510938,376.804375,44.39344618,1.460503472
102.6,206.7464063,377.1754688,30.40907118,4.072265625
102.8,213.2307813,379.4840625,7.431640625,2.047526042
103,211.2620313,378.1871875,-21.98676215,-1.076931424
103.2,202.6096875,378.7965625,-42.47395833,-2.983940972
103.4,191.9573438,376.5270313,-50.08029514,-2.649197049
103.6,181.2034375,377.1832813,-46.86304084,0.282951854
103.8,170.758125,377.5348438,-29.35370717,-0.486710021
104,166.820625,376.8864063,1.242521192,-1.067197294
104.2,172.0628125,376.8864063,28.86120147,-0.77474981
104.4,180.5471875,376.8864063,44.78653685,-1.399287646
104.6,191.08625,375.5973438,51.58656092,1.124980079
104.8,203.805,377.429375,43.09895833,3.073459201
105,210.7698438,377.429375,20.87565104,2.333984375
105.2,212.7385938,378.4684375,-5.667317708,0.624457465
105.4,208.64875,377.7809375,-32.2905816,-1.589084201
105.6,197.7620313,377.78875,-47.54286024,-3.048502604
105.8,187.5003125,375.85125,-49.61805556,-1.308051215
106,175.9104688,376.8395313,-38.71582031,2.237955729
106.2,169.2815625,377.7340625,-13.49880642,1.550021701
106.4,170.2542188,377.7340625,13.9984809,-0.460069444
106.6,176.3870313,377.1129688,34.18348524,-0.872938368
106.8,184.8167188,377.1129688,47.36165365,0.084092882
107,197.6214063,377.3082813,46.55598958,1.308051215
107.2,205.9495313,377.4215625,31.59884983,2.909613715
107.4,212.0901563,377.5192188,6.405164931,7.416449653
107.6,208.1526563,383.1559375,-18.25249566,0.353190104
107.8,203.6721875,378.0348438,-36.62380642,-8.223198785
108,192.9534375,376.7223438,-49.3359375,-3.619249132
108.2,180.9534375,377.3082813,-45.36458333,-1.062282986
108.4,172.46125,376.7496875,-27.89876302,0.08734809
108.6,168.414375,377.2184375,-2.031792535,0.697699653
108.8,171.7307813,377.710625,23.57421875,-1.453993056
109,179.320625,376.5075,40.83170573,-2.608506944
109.2,189.7971875,375.4996875,47.41156684,1.187065972
109.4,200.52375,376.9879688,40.44704861,4.912109375
109.6,207.52375,378.5582813,23.51671007,3.709852431
109.8,211.570625,378.898125,-2.165798611,0.273980035
110,206.6604688,378.3785938,-27.78320313,-2.151150174
110.2,198.6292188,377.3903125,-43.52864583,-1.504991319
110.4,187.6565625,377.8825,-48.66916233,-0.876736111
110.6,176.5589063,377.0973438,-38.61382378,-0.499131944
110.8,170.1878125,377.5895313,-16.89398872,0.116102431
111,169.2034375,377.5895313,9.172634549,-1.066623264
111.2,174.1370313,376.8239063,33.27094184,-0.741102431
111.4,183.7503125,376.9723438,49.03127218,0.992503513
111.6,196.5823438,377.4684375,48.80658535,1.705776686
111.8,206.0042188,377.679375,33.14236964,2.216739038
112,210.7464063,378.66375,10.280458,0.959288859
112.2,210.21125,377.97625,-14.0122836,-0.071425018
112.4,205.1604688,378.960625,-36.61255958,-2.365689833
112.6,193.945625,376.710625,-49.23068576,-3.153211806
112.8,182.2385938,377.195,-44.19759115,-1.592881944
113,174.351875,376.445,-27.36816406,-1.397569444
113.2,170.1604688,376.445,-3.301866319,-0.360243056
113.4,173.3323438,376.445,19.62944878,-0.010850694
113.6,178.6526563,376.445,38.23187934,0.457899306
113.8,190.1057813,376.366875,47.50976563,1.971028646
114,199.8792188,377.35125,43.18196615,2.855902778
114.2,209.5042188,377.72625,26.20279948,2.613389757
114.4,212.6760938,378.6364063,-2.578125,1.16156684
114.6,207.58625,378.1989063,-27.45334201,-0.514322917
114.8,199.6995313,378.1989063,-41.78873698,-1.031901042
115,189.3440625,377.9332813,-45.53493924,-1.879340278
115.2,179.4846875,376.9645313,-36.95638021,-0.586480035
115.4,172.3792188,377.7028125,-16.44097222,0.675998264
115.6,172.3792188,377.7028125,7.80219184,-0.120985243
115.8,176.1448438,377.53875,28.73535156,-0.39984809
116,184.8714063,377.6051563,43.06152344,-0.836588542
116.2,195.4690625,376.616875,44.7265625,1.271158854
116.4,204.68,378.2223438,34.53884549,2.886827257
116.6,211.601875,378.4176563,11.6156684,1.586914063
116.8,209.7620313,378.66375,-14.1389974,0.767686632
117,204.9573438,378.9410938,-34.81282552,-1.055772569
117.2,194.3010938,378.085625,-45.89355469,-1.995442708
117.4,184.6057813,377.8434375,-44.33213976,-1.444769965
117.6,174.164375,377.5465625,-29.25509983,-0.991753472
117.8,171.1253125,377.2809375,-4.365234375,0.198025174
118,173.2971875,378.0934375,17.53200955,-0.678168403
118.2,178.6565625,376.8395313,35.6499566,-0.729709201
118.4,188.52375,377.60125,46.37912326,0.256076389
118.6,199.976875,376.7692188,41.47352431,1.960177951
118.8,207.2503125,378.2575,24.0250651,3.767361111
119,211.3128125,379.2653125,-2.654079861,1.066080729
119.2,205.39875,379.023125,-25.99392361,-3.064778646
119.4,198.9885938,377.2340625,-39.17523932,-3.778495523
119.6,189.0432813,376.991875,-45.79559988,-1.672648728
119.8,178.3596875,376.7809375,-38.63527846,-0.129784105
120,171.2971875,376.78875,-18.89625583,1.492559679
120.2,169.820625,378.0192188,7.216874512,0.174719667
120.4,175.33625,377.5660938,28.247308,-3.831355308
120.6,181.3401563,375.0660938,45.34450955,-1.748046875
120.8,195.6839063,376.4098438,48.79503038,2.345377604
121,204.8675,376.9098438,31.796875,2.746853299
121.2,209.508125,377.9371875,7.635633681,0.849609375
121.4,206.883125,377.1989063,-13.36317274,-1.273328993
121.6,203.226875,377.1989063,-29.0749783,-1.936848958
121.8,195.5471875,376.2145313,-43.28396267,-1.368815104
122,183.96125,375.9723438,-45.64507378,2.081705729
122.2,174.1917188,377.7184375,-31.35091146,2.532009549
122.4,169.3284375,377.5621875,-5.435112847,0.143771701
122.6,172.133125,377.5621875,20.57779948,-1.510416667
122.8,179.4378125,377.0778125,37.06542969,-3.058810764
123,188.5120313,375.3395313,43.59592014,-0.05859375
123.2,198.1760938,376.5934375,40.75683594,4.934353299
123.4,207.1096875,378.6051563,25.13183594,4.219292535
123.6,209.6448438,378.3707813,1.545138889,2.405598958
123.8,207.5823438,379.82,-21.82454427,-0.902777778
124,199.9573438,378.0192188,-39.23936632,-3.951280382
124.2,190.039375,377.4489063,-45.58051215,-3.087565104
124.4,179.4378125,376.72625,-38.29752604,-1.597222222
124.6,173.0940625,376.429375,-20.75520833,1.378580729
124.8,169.6057813,377.9489063,4.71625434,1.438802083
125,175.4026563,377.7067188,27.99696181,-1.39702691
125.2,182.9182813,376.1676563,40.21430122,0.78125
125.4,192.7776563,377.9879688,43.53841146,3.167317708
125.6,202.1526563,378.023125,35.29947917,3.008355035
125.8,208.6214063,379.3004688,16.71061198,1.854383681
126,210.3167188,379.273125,-9.56108941,-1.704101563
126.2,204.7698438,378.2379688,-34.5703125,-3.305664063
126.4,193.7815625,377.5192188,-45.37597656,-2.778320313
126.6,183.7151563,376.7926563,-39.87630208,-0.622829861
126.8,176.7815625,377.5309375,-26.2624783,0.467664931
127,172.0120313,377.5309375,-5.641818576,-0.801323785
127.2,174.4807813,376.804375,15.32111566,-0.588624518
127.4,178.9104688,377.1051563,31.87718287,0.815437244
127.6,188.2815625,377.35125,41.53372446,1.617215521
127.8,197.4221875,376.9254688,39.22509967,5.414222503
128,205.6604688,380.2965625,26.16403205,5.191888856
128.2,209.9651563,380.2965625,2.27094018,-0.734669734
128.4,206.4339063,379.57,-21.40136719,-4.990234375
128.6,199.805,377.47625,-36.75564236,-5.388454861
128.8,190.5198438,376.9489063,-43.5297309,-2.95952691
129,180.195625,376.4215625,-37.14898003,-0.931532118
129.2,173.555,376.7145313,-18.95236545,0.326063368
129.4,171.6721875,377.0465625,4.829644097,-0.595703125
129.6,176.0432813,376.2614063,25.9640842,-0.801866319
129.8,183.4885938,376.2614063,39.01909722,0.910373264
130,193.0198438,377.2184375,42.9812283,0.440538194
130.2,202.3948438,376.2028125,36.0422092,0.913085938
130.4,209.5354688,377.1871875,17.35568576,2.771809896
130.6,210.5042188,377.9684375,-7.566731771,1.627061632
130.8,205.8596875,377.9957813,-29.39941406,-0.367296007
131,196.945625,377.9957813,-41.17675781,-3.004014757
131.2,187.9690625,376.2770313,-42.90635851,-3.081054688
131.4,177.445625,376.0426563,-31.3530816,-0.069444444
131.6,173.2542188,376.804375,-8.381618924,0.737304688
131.8,174.8948438,376.9371875,12.3703342,-0.84906684
132,178.7034375,375.9254688,29.93543837,-0.311957465
132.2,187.351875,376.3082813,42.38932292,2.286241319
132.4,198.27375,377.2770313,40.57834201,3.062065972
132.6,205.8089063,378.03875,26.12955729,1.566840278
132.8,209.5823438,377.7965625,5.275065104,0.095486111
133,208.3089063,377.7965625,-17.5406901,-0.343967014
133.2,202.1878125,378.0660938,-36.97428385,-2.154405382
133.4,191.0901563,376.8082813,-43.3078342,-3.191189236
133.6,182.6878125,376.0660938,-36.82508681,-1.148546007
133.8,175.2464063,376.6129688,-22.35839844,-0.107421875
134,172.4534375,376.3707813,-0.671657986,-0.362955729
134.2,174.9651563,376.3707813,21.11599392,-0.333658854
134.4,181.6917188,375.8629688,37.85807292,1.091579861
134.6,191.77375,376.9840625,44.26106771,2.007921007
134.8,201.9964063,377.1207813,36.08561198,0.863715278
135,207.9182813,376.7028125,17.27322049,2.018229167
135.2,209.5315625,378.5114063,-5.580667594,0.678183494
135.4,205.96125,377.1754688,-28.58366356,-1.149027204
135.6,195.68,377.304375,-39.51290429,-0.114995547
135.8,188.1604688,377.0621875,-38.30077659,1.036147396
136,180.2854688,378.6285938,-32.06147439,-1.544626633
136.2,172.27375,376.5465625,-10.83520315,-4.353368031
136.4,174.2190625,375.898125,17.77452257,-2.989908854
136.6,182.64875,374.9254688,32.13758681,0.534396701
136.8,188.8089063,376.945,36.47243924,1.030273438
137,197.1917188,375.1754688,37.01822917,1.762152778
137.2,205.6135938,377.1676563,26.37586806,3.978949653
137.4,209.805,377.9059375,5.385199653,1.237521701
137.6,208.039375,377.6403125,-17.74631076,-1.430121528
137.8,201.3440625,376.91375,-33.9860026,-2.364908854
138,193.2932813,376.3864063,-42.28678385,-1.484375
138.2,182.5276563,376.1520313,-38.87152778,0.320095486
138.4,175.46125,376.6871875,-22.66981337,1.165907118
138.6,172.4221875,376.9332813,-0.090060764,0.502387153
138.8,175.4182813,377.179375,22.57595486,-1.142578125
139,182.695625,375.898125,37.91124132,-0.370551215
139.2,192.5276563,376.335625,41.61295573,3.258463542
139.4,201.414375,378.2965625,32.78950063,2.224725507
139.6,207.46125,377.523125,14.22765235,-0.139603365
139.8,208.4104688,377.8004688,-7.747181978,-1.142665021
140,203.8089063,377.0270313,-28.90626584,-1.832258235
140.2,194.851875,377.054375,-40.12814084,-1.912566864
140.4,185.8089063,375.7926563,-39.28927951,-0.043945313
140.6,177.0159375,376.7614063,-25.9516059,2.848307292
140.8,173.8128125,377.991875,-4.027235243,1.136067708
141,176.039375,377.22625,15.71397569,-0.842013889
141.2,181.3596875,377.22625,29.07931858,-0.948350694
141.4,187.9925,376.7496875,38.2156033,-0.334743924
141.6,198.0979688,376.6559375,38.27745226,2.115342882
141.8,205.9534375,378.2301563,24.18674045,1.695963542
142,208.5784375,377.7028125,4.573025174,-0.488823785
142.2,208.3323438,377.7028125,-17.80653212,-1.365017361
142.4,200.1604688,377.1559375,-33.31542969,-1.98187934
142.6,193.320625,376.47625,-38.93012153,-0.492078993
142.8,183.5510938,377.0114063,-36.71875,0.702582465
143,176.2698438,377.0739063,-21.57284966,0.518608111
143.2,173.9534375,377.3473438,-0.543557816,-0.377708382
143.4,176.0354688,376.8082813,20.95283589,-0.774367651
143.6,183.0940625,376.8707813,37.18120525,-0.167647882
143.8,192.8909375,376.57,41.6154809,1.199340301
144,201.8089063,377.2575,33.72468725,2.637800801
144.2,207.8557813,378.28875,16.51475694,1.115993924
144.4,209.4417188,378.0504688,-6.323242188,-1.895073785
144.6,205.08625,376.7926563,-27.46853299,-1.90483941
144.8,196.7190625,377.10125,-38.93608941,-0.916883681
145,187.5589063,376.8590625,-38.75759549,-1.306423611
145.2,179.43,376.3746875,-27.55805122,-0.824110243
145.4,175.2971875,376.116875,-9.020182292,1.170247396
145.6,175.3557813,377.210625,12.15277778,1.641710069
145.8,181.1135938,377.210625,28.28884549,0.224609375
146,187.7776563,376.9489063,37.31662326,0.135633681
146.2,197.6682813,377.1129688,36.05957031,0.688476563
146.4,204.1995313,377.3590625,23.52593316,0.806206597
146.6,208.4534375,377.5270313,3.331705729,0.377061632
146.8,205.1682813,377.5270313,-15.82736545,-0.210503472
147,201.2620313,377.554375,-30.01356337,-1.099717882
147.2,192.2659375,376.8278125,-37.7360026,-0.855034722
147.4,184.2346875,376.945,-34.11729601,0.508897569
147.6,176.8792188,377.4801563,-20.48936632,0.015190972
147.8,174.8675,376.9957813,-0.08734809,-0.650499132
148,177.1878125,376.9957813,19.01421441,-0.508897569
148.2,183.2776563,376.7028125,33.06803385,0.198025174
148.4,191.7307813,377.2301563,38.61328125,0.358615451
148.6,200.8909375,376.6676563,31.85655382,1.112738715
148.8,206.0120313,377.7809375,15.73567708,1.299913194
149,207.8909375,377.53875,-4.888780382,-0.103624132
149.2,204.1839063,377.5426563,-25.49424913,-0.720486111
149.4,196.2151563,377.2848438,-37.63834635,-1.372070313
149.6,187.0120313,376.7770313,-37.8765191,-0.926106771
149.8,179.414375,376.7770313,-27.7218967,0.088975694
150,174.9925,377.0778125,-11.16861979,0.050998264
150.2,173.96125,376.835625,10.17252604,-0.258789063
150.4,179.52375,376.8239063,28.83192274,0.092230903
150.6,187.3440625,376.9840625,37.48318142,0.086263021
150.8,195.6839063,376.5778125,37.56461068,1.175232075
151,204.4846875,377.6051563,25.61257621,1.444016758
151.2,207.8596875,377.6051563,3.730665499,-0.216999901
151.4,205.1096875,377.3629688,-15.22941353,-1.252475704
151.6,200.914375,376.835625,-29.26183716,-1.091863672
151.8,192.8245313,376.835625,-37.8547498,-0.340861965
152,183.8714063,376.8278125,-35.25065104,-0.08734809
152.2,176.5198438,376.8278125,-20.63476563,-0.004340278
152.4,174.508125,376.8278125,0.587565104,0.002170139
152.6,177.2659375,376.8278125,19.90017361,0.08734809
152.8,183.289375,376.8278125,33.78309462,0.373806424
153,192.08625,376.85125,39.34190538,1.192491319
153.2,201.4221875,377.3864063,31.76323785,1.612413194
153.4,205.633125,377.6325,17.6578776,1.358506944
153.6,209.4729688,377.9723438,-2.121310764,0.653211806
153.8,205.4885938,377.9723438,-24.29361979,-0.639648438
154,197.7620313,377.9723438,-36.3031684,-2.71484375
154.2,189.0940625,376.7379688,-37.6171875,-3.763020833
154.4,181.52375,375.4645313,-30.09114583,-0.481228299
154.6,175.64875,376.7184375,-14.16341146,2.103407118
154.8,174.2932813,377.210625,9.115125868,0.885416667
155,180.2464063,376.9684375,27.91341146,-0.333658854
155.2,187.4026563,376.710625,36.32324219,-0.117730035
155.4,195.7073438,377.1246875,37.11534288,-0.505099826
155.6,204.3401563,376.3434375,25.95106337,-0.035264757
155.8,207.8870313,377.0660938,5.393337674,0.465494792
156,206.164375,376.585625,-14.52365451,0.581054688
156.2,201.1917188,377.616875,-29.48893229,-0.516493056
156.4,193.3635938,376.4059375,-37.20269097,-1.681315104
156.6,184.3245313,376.16375,-33.35828993,0.313042535
156.8,177.914375,376.9489063,-18.1640625,0.667860243
157,176.5823438,376.9489063,0.709092882,-0.946180556
157.2,178.8557813,375.9567188,16.87608507,-0.181749132
157.4,183.6135938,376.7067188,30.19802517,1.379123264
157.6,192.1292188,376.8942188,36.01833767,1.482204861
157.8,199.9065625,377.1989063,30.94672309,1.745876736
158,205.9065625,377.6910938,17.25206163,1.393229167
158.2,208.1253125,377.9879688,-3.495008681,0.037434896
158.4,204.1409375,377.5114063,-22.51627604,-0.622829861
158.6,197.8245313,377.7848438,-34.28331163,-1.369900174
158.8,189.101875,377.023125,-37.45377966,-2.047661864
159,180.9104688,376.5465625,-29.23520738,-0.835438882
159.2,176.0628125,376.5465625,-12.97874926,0.896909082
159.4,174.9651563,377.2848438,7.748698923,0.99524674
159.6,179.7542188,377.28875,25.20230555,-0.294586014
159.8,186.226875,376.773125,35.50188612,0.037224371
160,195.539375,376.8004688,36.04437934,2.368706597
160.2,202.43,378.2653125,26.10080295,2.317165799
160.4,207.1721875,378.2653125,8.880750868,-0.219184028
160.6,206.4026563,377.9801563,-11.08669705,-2.090386285
160.8,202.4573438,377.1676563,-28.63715278,-2.619357639
161,193.6604688,376.6598438,-38.57530382,-1.477864583
161.2,184.4573438,376.445,-34.37608507,0.221354167
161.4,179.0667188,376.7496875,-23.23242188,1.762695313
161.6,173.4378125,377.82,-3.142903646,0.339626736
161.8,177.2971875,376.8082813,19.10210503,-0.870768229
162,183.4495313,377.03875,30.14648438,-0.140516493
162.2,189.9807813,376.7965625,35.98415799,0.614149306
162.4,199.1448438,377.0660938,32.66547309,2.260199653
162.6,204.8479688,378.1051563,19.23231337,1.857638889
162.8,208.6135938,378.1051563,-3.011067708,0.042860243
163,203.1917188,378.1051563,-23.37239583,-1.778428819
163.2,197.070625,377.1364063,-32.68012153,-2.348090278
163.4,189.43,376.8942188,-36.10894097,-1.430664063
163.6,181.0042188,376.6129688,-29.40483941,-0.537109375
163.8,176.2346875,376.5739063,-14.38313802,0.617404514
164,174.0979688,377.1090625,6.62109375,0.577256944
164.2,179.1526563,377.2028125,25.9375,-1.077473958
164.4,186.5003125,376.1910938,34.73578559,-0.615234375
164.6,194.351875,376.6559375,34.88064236,1.184353299
164.8,201.7815625,376.8707813,26.38183594,2.051866319
165,206.4885938,377.7809375,9.233398438,1.403537326
165.2,205.6995313,377.7848438,-9.618055556,-0.833875868
165.4,202.27375,377.07,-26.21853299,-1.504991319
165.6,193.9534375,376.8278125,-35.24631076,-0.490993924
165.8,186.5198438,377.179375,-34.03862847,-0.604383681
166,178.6292188,376.4528125,-22.73763021,-0.296223958
166.2,175.71125,377.2575,-2.518988715,-0.719401042
166.4,178.226875,376.2457813,15.64181858,-1.340060764
166.6,183.0198438,375.9801563,28.14724392,1.114366319
166.8,189.9378125,377.1090625,35.91045098,1.731691604
167,199.4378125,377.0582813,31.90278678,0.689889639
167.2,204.71125,377.304375,17.00470261,-0.207805722
167.4,207.008125,376.8473438,-2.954290538,-0.515513413
167.6,202.8167188,376.8473438,-19.65751301,0.257997819
167.8,198.2971875,377.1754688,-30.85327431,0.17356961
168,189.2190625,377.1754688,-34.41026476,-0.786675347
168.2,182.89875,376.35125,-28.11469184,0.15625
168.4,177.3128125,377.0895313,-16.34494358,1.545138889
168.6,174.351875,377.8746875,5.099826389,-0.725368924
168.8,179.383125,376.648125,25.78125,-2.228190104
169,187.0432813,376.1715625,34.90722656,-0.288085938
169.2,194.8714063,376.4645313,34.37825521,2.120768229
169.4,201.6253125,377.5114063,26.79253472,2.262912326
169.6,207.43,377.7575,9.608289931,0.393880208
169.8,206.4964063,377.7575,-12.32367622,-1.904296875
170,200.9026563,376.5465625,-26.93956163,-2.049696181
170.2,194.289375,376.5465625,-33.37402344,-0.262586806
170.4,186.8948438,376.5465625,-33.7125651,1.101345486
170.6,179.1292188,377.2848438,-24.11838108,1.053059896
170.8,175.3089063,377.2848438,-4.686957465,-0.594618056
171,176.9885938,376.8278125,16.3297526,-1.177842882
171.2,183.4260938,376.6403125,29.50195313,-0.761176215
171.4,190.2151563,376.0973438,33.97840712,1.544596354
171.6,198.1565625,377.429375,30.76226128,3.039822049
171.8,203.96125,377.945,18.84114583,1.62109375
172,206.46125,377.9528125,2.169053819,0.285373264
172.2,205.6565625,378.148125,-18.03222656,-1.385633681
172.4,198.0159375,377.4489063,-31.65581597,-2.866753472
172.6,190.9964063,376.2653125,-34.31152344,-1.087239583
172.8,183.226875,377.0270313,-29.4140625,0.595703125
173,177.6839063,377.0270313,-15.41937934,0.051540799
173.2,176.4378125,377.2848438,2.413194444,-1.618923611
173.4,178.4221875,376.0739063,20.83930122,-2.01171875
173.6,185.820625,376.0739063,33.00835503,-0.317382813
173.8,193.945625,376.0465625,33.0343967,1.073133681
174,200.039375,376.3825,25.65375434,2.896592882
174.2,204.8284375,377.695,13.08105469,2.429470486
174.4,207.0979688,377.3707813,-7.695855035,1.449652778
174.6,201.351875,378.2028125,-26.08498946,0.56646737
174.8,194.258125,378.2028125,-32.74712652,-2.606571128
175,187.1682813,376.4528125,-31.59617343,-2.524376863
175.2,180.7932813,376.6989063,-23.78116839,-0.189008437
175.4,175.820625,376.6989063,-6.358917197,0.937449584
175.6,178.0901563,377.3082813,12.25995668,0.90774812
175.8,181.3167188,377.3082813,27.48535156,-0.306532118
176,190.39875,376.898125,34.86545139,-0.32172309
176.2,197.1448438,376.9059375,31.18815104,0.748697917
176.4,203.9378125,377.5621875,20.21972656,0.377061632
176.6,206.8557813,377.241875,0.798611111,-0.737304688
176.8,204.1760938,376.9215625,-18.22102865,-0.653211806
177,198.1682813,376.929375,-30.10362413,-0.219184028
177.2,190.9339063,377.2848438,-34.22363281,-1.410047743
177.4,183.1526563,375.8473438,-29.77213542,-0.532226563
177.6,177.4807813,376.898125,-16.3406033,1.055230035
177.8,175.6721875,376.898125,2.452799479,0.045030382
178,178.383125,376.66375,21.40896267,-0.011935764
178.2,185.4925,376.9332813,33.10601128,-0.297851563
178.4,193.4534375,376.460625,34.2046441,0.071614583
178.6,200.9964063,376.7575,24.90017361,1.295572917
178.8,204.2385938,377.0035938,9.972873264,2.159288194
179,204.8440625,377.97625,-5.288085938,1.418185764
179.2,202.5432813,377.97625,-21.62543403,-1.10405816
179.4,195.39875,376.9645313,-32.64105903,-1.249457465
179.6,187.43,377.2965625,-32.41265191,-0.55609809
179.8,180.726875,377.0348438,-22.26508247,-0.875651042
180,177.5940625,376.9489063,-6.311306424,-1.144205729
180.2,178.3675,376.4215625,9.56000434,-0.810546875
180.4,181.851875,376.429375,22.71321615,0.523003472
180.6,187.9260938,376.8473438,31.90429688,0.873480903
180.8,196.3440625,376.6989063,31.13172743,1.296115451
181,201.9846875,377.7184375,20.79861111,0.225694444
181.2,206.02375,376.9215625,3.142361111,-1.362847222
181.4,203.4729688,376.4371875,-15.83387587,0.091688368
181.6,197.8440625,377.2809375,-26.02267795,0.285915799
181.8,192.6565625,376.82,-32.00032552,-0.538736979
182,183.9417188,376.82,-30.31575521,-0.525716146
182.2,178.2151563,376.6364063,-16.62923177,-0.598958333
182.4,176.5159375,376.5934375,1.720262155,-0.593627307
182.6,179.1565625,376.366875,19.04436704,-0.404988395
182.8,185.445625,376.366875,29.24687415,0.097746447
183,192.0589063,376.3317188,31.67482553,0.966199924
183.2,199.055,376.8590625,27.05925635,1.398417206
183.4,204.3909375,376.8590625,13.98375248,1.620561779
183.6,205.6760938,377.6207813,-4.480794271,1.184895833
183.8,202.1448438,377.9176563,-20.85828993,-1.652018229
184,196.2659375,376.4215625,-30.90494792,-2.124565972
184.2,188.3792188,376.648125,-32.13975694,-0.685763889
184.4,181.601875,376.3903125,-23.03114149,-0.059136285
184.6,177.9885938,376.679375,-7.182074653,0.194769965
184.8,178.7151563,376.679375,9.377170139,-0.555555556
185,182.4885938,376.4371875,21.97482639,-1.024305556
185.2,188.2073438,375.8551563,29.72384983,0.199110243
185.4,195.5784375,376.4332813,29.60449219,1.742078993
185.6,201.6214063,377.1715625,20.4047309,0.738932292
185.8,205.4729688,376.6715625,2.420789931,-0.134548611
186,202.1878125,376.6715625,-14.14822049,0.731336806
186.2,198.4104688,377.16375,-24.01041667,0.851236979
186.4,192.0432813,377.195,-29.33973524,0.230577257
186.6,186.008125,377.1989063,-29.13845486,-0.239800347
186.8,178.4417188,377.0075,-18.5546875,-0.289713542
187,177.08625,377.0075,0.01030816,0.121527778
187.2,178.7776563,377.10125,17.3687066,0.316297743
187.4,184.9104688,377.0817188,29.5296224,0.713975694
187.6,192.3870313,377.5778125,31.63791233,0.375434028
187.8,198.8089063,377.0973438,25.66514757,0.580512153
188,203.4026563,377.5895313,14.1921658,1.621636285
188.2,205.9182813,378.1051563,-4.131944444,1.003146701
188.4,201.4026563,378.1051563,-20.64778646,-0.183376736
188.6,196.0628125,378.1051563,-29.00824653,-1.67046441
188.8,188.8753125,377.1364063,-30.55609809,-1.720920139
189,182.4260938,377.1364063,-23.58235677,-0.447591146
189.2,177.7659375,377.1871875,-7.969292535,-0.080837674
189.4,179.555,377.1871875,7.424587674,-0.085177951
189.6,181.1175,377.179375,20.55664063,-0.205078125
189.8,187.7971875,376.9371875,31.46864149,0.405815972
190,196.055,377.1910938,30.13617622,1.549479167
190.2,201.3870313,377.898125,19.86111111,1.156141493
190.4,204.4065625,377.8707813,5.790411216,-0.339157395
190.6,204.3596875,377.6207813,-11.40852212,-1.275645197
190.8,199.2659375,377.335625,-25.26442242,-1.870747858
191,193.0940625,376.5582813,-31.90915949,-0.95803238
191.2,185.1253125,376.85125,-29.49532889,0.440094637
191.4,179.2932813,377.0973438,-16.39723593,0.325489141
191.6,177.851875,376.9254688,0.912000868,0.203993056
191.8,180.6096875,377.1715625,14.37717014,0.103081597
192,184.1409375,377.1715625,24.29090712,-0.684678819
192.2,190.7659375,376.398125,30.21755642,0.584309896
192.4,197.6214063,377.47625,27.74631076,1.516927083
192.6,203.4729688,377.47625,16.19737413,0.352647569
192.8,205.5042188,377.47625,-2.815212674,-0.301106771
193,201.93,377.47625,-20.08680556,-1.452907986
193.2,196.3245313,376.47625,-30.71777344,-0.67437066
193.4,188.27375,377.2301563,-32.63237847,0.084092882
193.6,181.21125,376.7535938,-23.24707031,-0.187174479
193.8,178.0901563,377.0035938,-8.33984375,0.239257813
194,178.0901563,377.0035938,6.601019965,-0.068359375
194.2,180.9065625,376.585625,20.01681858,1.137695313
194.4,186.4690625,377.8825,30.00596788,0.582139757
194.6,194.68,377.1129688,30.26801215,-1.077473958
194.8,200.1526563,376.7067188,21.32866753,0.187717014
195,203.9846875,377.3395313,7.129448785,0.922309028
195.2,203.633125,377.5660938,-10.31846788,-0.354817708
195.4,199.2385938,376.8473438,-24.13519965,-0.436197917
195.6,192.8010938,377.585625,-31.15071615,-1.204969618
195.8,185.1565625,376.35125,-28.515625,-1.617296007
196,180.351875,376.3551563,-18.64474826,0.357530382
196.2,176.2815625,376.7614063,-1.462131076,1.052517361
196.4,179.2346875,377.2535938,17.79947917,-0.161132813
196.6,185.570625,376.72625,26.74045139,-1.489800347
196.8,191.08625,375.9528125,28.56119792,0.211588542
197,197.508125,376.7145313,25.24414063,2.424587674
197.2,202.539375,377.47625,14.51497396,2.297634549
197.4,204.570625,377.7223438,-2.504340278,1.49468316
