VideoAnalysis: Time (s),VideoAnalysis: X,VideoAnalysis: Y,VideoAnalysis: X Velocity,VideoAnalysis: Y Velocity
197.6,200.914375,378.0114063,-16.77246094,0.571289063
197.8,197.0315625,378.023125,-26.16807726,-0.548502604
198,189.1096875,377.9723438,-27.66710069,-2.209743924
198.2,184.8870313,376.6325,-22.13899558,-1.71037429
198.4,179.4221875,377.148125,-11.1804687,-0.507288251
198.6,179.1448438,376.9176563,5.885425726,-1.127705914
198.8,182.3870313,376.4332813,19.92920963,-0.709121953
199,188.4339063,376.4332813,26.8978175,0.359819179
199.2,194.0198438,376.91375,27.64156308,0.2719344
199.4,200.5198438,376.6090625,21.61024306,-0.085720486
199.6,204.0979688,376.3434375,7.798936632,1.517469618
199.8,204.2229688,377.5621875,-9.136284722,1.607530382
200,199.9104688,377.5621875,-23.22428385,-0.597873264
200.2,193.58625,376.835625,-29.66905382,-0.916341146
200.4,186.726875,376.8395313,-27.90690104,0.161132813
200.6,181.14875,377.3551563,-18.20421007,-0.532226563
200.8,178.3557813,376.8707813,-2.426215278,-2.090928819
201,179.8948438,376.1207813,14.86490885,-1.930338542
201.2,185.2542188,375.5934375,26.90592448,0.45844184
201.4,191.820625,376.6285938,31.49522569,1.731770833
201.6,199.6526563,376.616875,25.7421875,1.407877604
201.8,203.64875,376.8473438,11.35253906,2.102322049
202,204.27375,377.9489063,-4.118381076,0.624457465
202.2,201.726875,377.2223438,-18.21234809,-1.381835938
202.4,195.6839063,376.960625,-25.06184896,-1.472981771
202.6,191.3714063,376.7184375,-28.3219401,-1.585286458
202.8,182.664375,375.9489063,-22.29275174,-0.093315972
203,181.2307813,376.7770313,-9.48296441,0.804578993
203.2,179.0198438,376.97625,3.857421875,-1.190321181
203.4,182.476875,375.97625,18.27473958,-1.654730903
203.6,186.8909375,375.7340625,28.51074219,0.15625
203.8,195.2503125,375.9996875,30.68522135,2.309027778
204,201.3440625,377.5465625,21.10460069,0.757378472
204.2,204.5745313,375.9801563,6.081814236,0.208875868
204.4,203.5823438,377.2770313,-8.816189236,1.021592882
204.6,200.4378125,376.97625,-20.26421441,-0.600043403
204.8,194.9729688,376.7340625,-27.96440972,-0.849609375
205,188.1175,376.8278125,-28.44509549,-1.779513889
205.2,182.2971875,375.57,-20.87293837,-0.533311632
205.4,177.9690625,376.32,-4.163411458,1.831597222
205.6,180.2659375,376.9098438,14.32996962,1.559787326
205.8,185.6096875,377.179375,23.93500434,0.195855035
206,190.8010938,376.8082813,27.23307292,-0.561523438
206.2,197.0159375,376.6090625,25.49722515,0.359890672
206.4,202.6721875,377.0270313,15.00168715,0.950290592
206.6,204.1721875,377.0582813,-1.470976609,1.103219309
206.8,201.289375,377.8942188,-14.9459823,-0.564172706
207,197.6682813,376.7145313,-24.8044235,-1.748799626
207.2,190.7464063,376.5973438,-29.78538488,-0.398880734
207.4,184.055,376.945,-25.17469618,-0.496961806
207.6,179.476875,376.4489063,-13.38324653,-0.609266493
207.8,177.71125,376.4489063,3.904079861,0.211046007
208,181.3284375,376.4489063,19.43033854,1.343858507
208.2,186.6565625,377.2379688,28.43695747,1.376953125
208.4,194.3870313,377.2379688,27.66438802,0.317382813
208.6,198.7151563,377.1520313,19.79492188,0.091145833
208.8,203.6839063,377.1520313,5.163302951,0.257161458
209,201.3010938,377.398125,-11.90592448,-0.010850694
209.2,196.2464063,377.398125,-17.2265625,-1.317274306
209.4,194.9807813,376.3942188,-23.23296441,-0.687391493
209.6,186.805,377.2184375,-26.17892795,-0.340169271
209.8,182.2034375,376.5035938,-17.86512587,-0.959743924
210,178.6721875,376.5035938,-3.666449653,-0.298394097
210.2,180.5315625,376.648125,11.98947483,-0.639105903
210.4,184.1604688,376.1598438,23.63606771,-0.427517361
210.6,191.5628125,376.1207813,26.91948785,1.250542535
210.8,195.6565625,376.8590625,24.3999566,2.064344618
211,202.14875,377.1051563,16.39756944,1.980251736
211.2,204.1760938,377.8434375,-0.814344618,0.980902778
211.4,200.8909375,377.60125,-14.2437066,-0.671657986
211.6,197.5628125,377.116875,-22.96332465,-0.490451389
211.8,191.3010938,377.945,-27.75336372,-2.221679688
212,185.164375,376.0426563,-24.62510851,-3.000217014
212.2,180.1565625,375.8825,-13.96321615,-0.161132813
212.4,178.1409375,376.6715625,3.73969184,0.008680556
212.6,182.1565625,375.898125,19.03645833,0.255533854
212.8,187.6721875,376.4371875,24.96527778,1.575520833
213,192.7034375,376.6832813,26.01508247,2.137044271
213.2,198.805,377.5895313,21.57986111,1.348198785
213.4,202.9925,377.4059375,8.790147569,-0.317925347
213.6,202.7464063,377.16375,-6.719292535,-0.587565104
213.8,199.7073438,376.9215625,-19.53667535,0.20453559
214,194.476875,377.2653125,-28.62901476,1.107313368
214.2,186.8753125,377.7848438,-29.31713064,0.249147941
214.4,180.9182813,377.0114063,-19.93554788,0.665741366
214.6,177.83625,378.0660938,-4.318717915,0.908920853
214.8,179.33625,377.8082813,11.22163416,-0.553151652
215,183.0628125,377.5504688,22.36131809,-0.653405282
215.2,189.14875,377.3121875,27.79611983,0.124659991
215.4,195.68,377.5582813,24.35329861,1.199001736
215.6,199.9378125,378.2965625,14.6750217,0.157335069
215.8,202.5745313,377.429375,-0.436740451,-0.122070313
216,199.0432813,377.945,-12.80436198,0.757921007
216.2,196.9885938,377.945,-21.90592448,0.651041667
216.4,190.1292188,378.4371875,-28.24327257,-0.452473958
216.6,183.1878125,377.9528125,-22.04915365,-2.349717882
216.8,180.601875,376.9840625,-10.83821615,-1.943359375
217,178.7542188,376.9840625,1.998697917,-0.61469184
217.2,180.7385938,376.9879688,17.2016059,-0.20562066
217.4,187.0276563,377.0192188,25.23817274,-0.378689236
217.6,191.7698438,376.7770313,27.4077691,-0.351019965
217.8,199.0745313,376.7770313,22.31662326,0.211046007
218,202.0745313,376.7770313,9.616970486,1.126302083
218.2,203.6604688,377.2692188,-6.814778646,1.770290799
218.4,198.7776563,377.7575,-20.43185764,1.017795139
218.6,193.9729688,377.7575,-25.88650174,-0.209418403
218.8,187.68,377.7575,-25.84255642,-1.716579861
219,182.33625,376.7692188,-18.30349392,-1.818033854
219.2,179.5432813,376.7692188,-6.049262153,-0.647243924
219.4,180.0276563,376.7692188,6.540798611,-0.429144965
219.6,182.0589063,376.5270313,18.97515191,0.181206597
219.8,188.0589063,376.78875,27.69856771,0.921766493
220,194.9651563,376.78875,26.71657986,1.874457465
220.2,200.4104688,377.8395313,16.76323785,1.363932292
220.4,201.6682813,377.8395313,4.63812934,-1.323242188
220.6,202.3948438,376.8707813,-8.434244792,-2.106119792
220.8,199.4182813,376.6442188,-24.7905816,-1.26030816
221,190.2346875,376.41375,-29.85894097,-0.324435764
221.2,185.0159375,376.6598438,-22.53092448,0.016818576
221.4,181.3167188,376.4176563,-12.98339844,0.252278646
221.6,179.539375,376.7223438,-1.085611979,0.551757813
221.8,180.070625,376.7223438,13.71039497,0.407443576
222,185.7190625,376.9723438,24.81321714,0.091985668
222.2,191.52375,376.7067188,27.34460937,0.066958888
222.4,197.4925,376.47625,23.75217767,2.084905016
222.6,203.0042188,377.9567188,9.856428781,2.148668897
222.8,201.4846875,377.9567188,-5.120072732,-0.480439609
223,199.9065625,377.47625,-15.83656364,-1.936201539
223.2,195.3909375,376.7496875,-25.92176649,-1.429036458
223.4,188.8596875,376.7496875,-30.46115451,0.050998264
223.6,180.7698438,377.0192188,-22.53309462,0.558810764
223.8,177.9339063,377.0192188,-4.635959201,0.704210069
224,179.6721875,377.2692188,10.78342014,0.798611111
224.2,183.1565625,377.5153125,21.37424045,0.079752604
224.4,189.0003125,377.273125,26.46809896,-0.530598958
224.6,194.805,377.273125,24.68804253,-0.960828993
224.8,200.0979688,376.7965625,16.23535156,-0.882161458
225,202.3909375,376.7965625,1.990017361,-0.248480903
225.2,199.8440625,376.7965625,-8.508572049,-0.001085069
225.4,199.2464063,376.8825,-19.09288194,-0.110677083
225.6,192.289375,376.6559375,-28.1000434,0.104166667
225.8,185.2698438,376.91375,-23.71148003,0.392795139
226,181.9846875,376.91375,-13.76953125,0.243055556
226.2,179.4378125,376.91375,-0.704752604,0.437282986
226.4,181.289375,377.210625,14.02832031,0.096571181
226.6,185.5940625,376.9684375,25.05750868,-0.241427951
226.8,192.5003125,376.9684375,29.18836806,0.071072049
227,199.320625,376.9528125,21.83268229,0.589735243
227.2,201.851875,377.2379688,9.792751736,0.950520833
227.4,204.3675,377.4840625,-7.521158854,0.466037326
227.6,198.0003125,377.4840625,-20.68739149,-0.36187066
227.8,194.18,377.4840625,-24.21495226,-1.714952257
228,188.4339063,376.5153125,-25.49316406,-1.717122396
228.2,182.3128125,376.5153125,-17.41482205,-0.443793403
228.4,179.7659375,376.5153125,-1.504991319,0.14702691
228.6,182.3245313,376.7457813,12.20431858,0.013563368
228.8,186.1917188,376.5035938,18.57855903,-0.098741319
229,189.9651563,376.5035938,22.21462674,0.63530816
229.2,195.5159375,376.7535938,21.77246094,1.348741319
229.4,200.0628125,377.2692188,14.15907118,1.067165799
229.6,202.5784375,377.2692188,-0.193142361,0.22515191
229.8,199.0471875,377.2692188,-11.04229824,-0.299495013
230,197.3284375,377.2496875,-17.65791328,-1.157366142
230.2,192.2776563,376.6364063,-23.79876896,-1.193152563
230.4,186.6292188,376.6715625,-22.66743357,-0.604012168
230.6,181.8245313,376.429375,-13.83201272,-0.042318464
230.8,179.7307813,376.429375,1.833637575,1.333082515
231,183.2385938,377.2575,14.6343316,1.367730035
231.2,187.0120313,377.2575,20.48448351,0.224609375
231.4,191.6057813,377.023125,23.59646267,0.199110243
231.6,197.1214063,377.2848438,21.72146267,0.496961806
231.8,201.83625,377.5895313,11.75238715,-0.572916667
232,202.8479688,376.6207813,-3.58452691,-0.011393229
232.2,200.0510938,377.648125,-17.22764757,0.207248264
232.4,194.7542188,377.2340625,-24.34461806,-1.64984809
232.6,188.9651563,376.5660938,-23.82215712,-1.723632813
232.8,184.539375,376.3278125,-18.1125217,-0.821940104
233,181.2542188,376.3278125,-8.85796441,-0.017361111
233.2,179.6526563,376.3278125,6.395399306,0.648871528
233.4,184.3440625,376.5934375,18.85687934,1.210394965
233.6,188.820625,377.0270313,23.23459201,1.008572049
233.8,194.3596875,376.7496875,22.47450087,1.639539931
234,198.4807813,377.4840625,16.97591146,2.760416667
234.2,201.9182813,378.7145313,7.054578993,0.22515191
234.4,201.805,377.6559375,-5.763346354,-2.576497396
234.6,199.5901563,376.898125,-18.09190538,-2.013888889
234.8,194.0042188,376.6559375,-26.38346354,-0.399305556
235,187.2464063,377.0309375,-24.62727865,0.084092882
235.2,182.4417188,377.0348438,-13.6735026,-1.112738715
235.4,181.1409375,376.5075,1.195203993,-2.065429688
235.6,183.89875,376.023125,12.05837674,-2.090386285
235.8,186.4065625,375.4957813,19.76182726,-0.974392361
236,192.0159375,375.4957813,24.94357639,0.833875868
236.2,197.9534375,375.7028125,21.48871528,2.865668403
236.4,201.2346875,377.179375,13.2953559,2.269965278
236.6,204.805,377.179375,-2.373046875,-0.891927083
236.8,200.4534375,376.4528125,-18.51236979,-2.501085069
237,195.1565625,375.679375,-24.06304253,-1.793077257
237.2,190.351875,375.6832813,-25.18988715,-0.489366319
237.4,184.14875,375.6832813,-19.78244358,0.06890191
237.6,180.8635938,375.6832813,-6.818033854,0.662977431
237.8,181.2776563,375.929375,7.178859437,1.311106463
238,185.0510938,376.1989063,15.38311819,1.859956487
238.2,187.8089063,376.6910938,20.65024157,2.147402623
238.4,193.3675,377.4567188,23.48322002,0.671847252
238.6,198.5159375,376.8864063,18.76506615,-0.480323069
238.8,202.5315625,376.898125,5.732842924,-0.085678985
239,201.0120313,376.898125,-8.970269097,0.20562066
239.2,197.9729688,377.1442188,-18.99197049,-0.151909722
239.4,192.7971875,376.9059375,-24.63270399,-0.859375
239.6,186.9651563,376.66375,-23.16351997,-0.952690972
239.8,182.4065625,376.4254688,-14.95551215,-0.590820313
240,180.0628125,376.4528125,-1.501736111,-0.211046007
240.2,181.4807813,376.4371875,13.4125434,-0.277235243
240.4,186.3635938,376.195,23.2421875,0.283203125
240.6,192.1214063,376.6871875,25.28971354,0.266927083
240.8,197.6839063,376.2028125,19.95551215,0.75249566
241,201.1214063,376.9645313,8.821614583,1.188693576
241.2,201.3440625,376.7223438,-3.804796007,1.224500868
241.4,199.2190625,377.7770313,-14.61697049,-0.011393229
241.6,195.6448438,376.8082813,-24.37065972,-1.603190104
241.8,187.9651563,376.3746875,-25.66840278,0.057508681
242,183.2034375,377.116875,-15.97873264,0.606553819
242.2,181.3596875,376.8590625,-3.941514757,0.210503472
242.4,182.0823438,377.1129688,6.589626736,-0.017361111
242.6,184.3089063,376.8707813,15.09331597,-0.222981771
242.8,188.3245313,376.8707813,21.53211806,0.22515191
243,193.5042188,376.8825,23.54817708,0.927734375
243.2,199.2620313,377.6207813,17.3828125,0.055338542
243.4,202.0940625,376.85125,3.051215278,-0.660807292
243.6,199.83625,377.10125,-9.211697049,-0.310872396
243.8,197.6214063,376.8590625,-17.65245226,-0.405273438
244,192.77375,376.8590625,-24.29307726,-0.099826389
244.2,186.89875,376.8590625,-24.59635417,-0.055881076
244.4,181.3128125,376.8590625,-16.21799045,-0.054796007
244.6,179.258125,376.8590625,-1.441514757,-0.225694444
244.8,180.9807813,376.6989063,12.54937066,-0.092230903
245,184.9964063,376.945,22.39474826,-0.382486979
245.2,191.0901563,376.4176563,25.48665365,-0.144856771
245.4,196.2776563,376.7457813,21.7453342,0.709092882
245.6,200.5120313,376.97625,12.99967448,0.345052083
245.8,202.6370313,376.7770313,-1.436785122,0.367385801
246,199.8284375,377.2809375,-15.25962942,-0.309865104
246.2,195.1448438,376.5582813,-22.18571526,-0.568045317
246.4,190.2971875,376.8825,-24.00845509,0.005392436
246.6,184.5628125,376.7653125,-19.23710463,-0.180097734
246.8,181.2776563,376.523125,-7.713616822,0.700938261
247,181.21125,377.2223438,5.571831597,0.69390191
247.2,184.4065625,377.2223438,14.79437934,-0.792643229
247.4,187.4534375,376.4723438,21.16427951,-0.426974826
247.6,193.5823438,376.4645313,22.69042969,2.312825521
247.8,197.9885938,377.9840625,16.24457465,2.601453993
248,200.7464063,377.9840625,5.639105903,0.641276042
248.2,200.7464063,377.9840625,-7.782118056,-0.495334201
248.4,197.0120313,377.741875,-17.89605035,-1.277669271
248.6,192.945625,377.2575,-23.73426649,-0.906032986
248.8,186.289375,377.2575,-22.27918837,-0.066189236
249,182.7151563,377.5035938,-13.30295139,-0.487738715
249.2,180.4573438,377.2614063,-0.99609375,-1.824544271
249.4,182.0745313,376.7340625,12.47775608,-2.902018229
249.6,186.3323438,375.7653125,21.0015191,-2.233072917
249.8,191.4104688,375.523125,23.8422309,0.071072049
250,197.1682813,375.7692188,19.19433594,2.309570313
250.2,199.7698438,376.8004688,10.01302083,2.707248264
250.4,201.5120313,377.53875,-1.346028646,0.064561632
250.6,199.5003125,376.5465625,-13.58452691,-1.45562066
250.8,195.0628125,376.2614063,-20.54416233,0.036892361
251,190.46125,376.7965625,-22.4235026,0.806749132
251.2,185.3284375,376.7965625,-18.90570747,0.702039931
251.4,181.7542188,377.0426563,-9.103190104,0.407986111
251.6,180.9104688,377.0426563,4.602864583,-0.416666667
251.8,184.1995313,377.0426563,15.67328559,-1.710611979
252,188.0667188,376.2457813,21.68999566,-2.268880208
252.2,193.3792188,375.4489063,23.51888021,0.177408854
252.4,198.8948438,376.4332813,17.31011285,2.198893229
252.6,201.351875,376.8785938,5.386284722,1.7578125
252.8,201.33625,377.1246875,-8.411458333,0.912000868
253,197.2698438,377.3707813,-18.57476128,-0.538194444
253.2,193.2034375,376.91375,-23.93934462,-1.757269965
253.4,186.6292188,376.1442188,-22.67089844,-0.57562934
253.6,182.5198438,376.6598438,-13.03958134,0.742585912
253.8,181.2034375,376.6598438,-1.425565239,1.049577476
254,182.4573438,377.398125,8.43511181,-0.126789686
254.2,184.4729688,376.6246875,17.65579427,-1.336858605
254.4,189.9885938,376.3825,23.4847977,-0.395738923
254.6,195.3479688,376.3825,21.10611889,0.992820432
254.8,199.0315625,377.0465625,14.08311632,1.241861979
255,202.5628125,377.0465625,-0.663519965,0.533854167
255.2,198.7425,377.304375,-15.07595486,-0.481228299
255.4,194.6760938,376.8239063,-20.74001736,-1.195203993
255.6,189.8284375,376.5817188,-21.74641927,-0.692274306
255.8,185.3909375,376.3160938,-17.86349826,0.794813368
256,181.445625,377.1364063,-7.538519965,1.278211806
256.2,181.445625,377.1364063,6.841905382,0.202365451
256.4,185.2620313,377.0973438,16.36121962,-0.540364583
256.6,189.6057813,377.0973438,18.09570313,-1.918945313
256.8,192.0979688,376.0465625,19.60123698,-1.902669271
257,197.7932813,376.0465625,18.05121528,-0.549587674
257.2,201.1682813,376.0465625,7.56781684,-0.008680556
257.4,201.1682813,376.0465625,-5.245225694,0.446506076
257.6,198.9104688,376.2926563,-17.14898003,0.559895833
257.8,193.2815625,376.2965625,-23.02354601,0.577799479
258,188.1878125,376.2965625,-20.56315104,1.413302951
258.2,184.2425,377.0778125,-12.96386719,1.242947049
258.4,182.68,377.0778125,-2.919921875,-0.250651042
258.6,183.1565625,376.835625,6.813151042,-1.149088542
258.8,185.5159375,376.5934375,15.55338542,-1.765407986
259,190.0471875,375.7809375,20.53168403,-0.71234809
259.2,194.305,376.273125,21.08235677,0.402560764
259.4,199.33625,376.273125,16.0812717,0.053710938
259.6,202.8675,376.5192188,1.260850694,-1.210394965
259.8,199.2932813,375.5270313,-11.60915799,-1.275499132
260,196.5003125,375.5270313,-16.68185764,0.863172743
260.2,192.9260938,376.0192188,-21.25325521,2.400173611
260.4,187.2542188,376.7809375,-20.43240017,2.43218316
260.6,183.3714063,377.273125,-12.25640191,0.923936632
260.8,180.8245313,377.2770313,3.232421875,-1.144748264
261,185.1995313,376.5035938,16.44097222,-1.72905816
261.2,189.3010938,376.2614063,20.55230035,-0.661349826
261.4,193.6057813,376.2614063,21.60861545,0.442165799
261.6,198.6370313,376.5075,17.54151409,1.164871096
261.8,202.2542188,376.9996875,5.611650126,0.588635005
262,201.2190625,376.7575,-8.261118627,-0.058904986
262.2,197.8909375,376.7575,-17.22515494,0.186970911
262.4,193.5784375,376.7575,-21.36643379,0.731536932
262.6,188.77375,377.273125,-21.10389819,0.402074822
262.8,184.2151563,377.0309375,-15.37868924,-0.423177083
263,181.6175,376.804375,-4.325086806,-0.027669271
263.2,182.3870313,377.0504688,7.625868056,0.319552951
263.4,185.1448438,377.0504688,17.08713108,0.173611111
263.6,189.7776563,377.0504688,22.83962674,0.20453559
263.8,195.2464063,377.3004688,22.37413194,-0.455729167
264,199.8401563,376.7926563,15.3889974,-0.809461806
264.2,202.789375,376.8004688,1.592881944,-0.397677951
264.4,199.9846875,376.8395313,-10.51812066,-0.757378472
264.6,197.4378125,376.3551563,-17.09092882,-0.535481771
264.8,193.3714063,376.60125,-22.63726128,-0.259874132
265,187.08625,376.429375,-20.78613281,-0.6640625
265.2,183.414375,376.195,-10.60221354,-0.450303819
265.4,182.6760938,376.195,1.42578125,0.04828559
265.6,184.2229688,376.195,12.33940972,0.67437066
265.8,188.2385938,376.4410938,19.33051215,1.292860243
266,192.9026563,376.91375,20.73459201,0.970594618
266.2,197.4026563,376.91375,16.50227865,0.166015625
266.4,200.2971875,376.8785938,7.48046875,-0.231662326
266.6,201.2659375,376.8785938,-5.817599826,-0.753038194
266.8,197.4065625,376.3942188,-16.3547092,-0.454644097
267,193.8167188,376.648125,-21.61892361,0.115017361
267.2,187.789375,376.648125,-20.90386285,-0.122612847
267.4,184.2151563,376.4059375,-13.08702257,0.274522569
267.6,182.3479688,376.8395313,-3.369140625,0.304904514
267.8,182.3479688,376.8395313,8.688693576,-0.813259549
268,186.5589063,376.0739063,16.82996962,-0.124782986
268.2,190.055,376.66375,19.57085503,1.06391059
268.4,194.93,376.9098438,18.21126302,0.632595486
268.6,198.2815625,376.8785938,11.44911024,0.263671875
268.8,200.1175,376.8590625,1.335720486,0.393880208
269,198.7542188,377.1051563,-8.93500434,0.296223958
269.2,196.2073438,377.1051563,-16.97102865,-0.301649306
269.4,191.58625,376.8746875,-21.8546176,-0.44542478
269.6,185.8753125,376.8395313,-18.23829683,-0.191797126
269.8,183.3284375,376.8395313,-8.887904915,-0.051622691
270,182.055,376.8395313,2.658232157,-0.004889604
270.2,184.3245313,376.8395313,14.11117474,-0.070627608
270.4,188.5823438,376.8395313,20.45021704,-0.144763959
270.6,193.5823438,376.8395313,20.70095486,-0.391710069
270.8,197.8870313,376.3317188,14.89149306,0.769314236
271,199.7307813,377.32,6.735568576,1.181640625
271.2,201.1409375,377.148125,-4.239908854,0.246310764
271.4,198.5315625,377.1285938,-16.75889757,0.290798611
271.6,192.945625,377.1325,-21.91189236,0.891384549
271.8,188.6721875,377.9332813,-20.59136285,-0.259331597
272,184.1565625,376.72625,-14.82910156,-0.336914063
272.2,181.6526563,377.7614063,-3.470594618,-0.261501736
272.4,182.6214063,377.03875,8.639322917,-1.784939236
272.6,185.9104688,376.5309375,16.8375651,-1.104600694
272.8,190.0589063,376.6442188,20.57834201,-0.615234375
273,194.8479688,376.4020313,19.33919271,-0.444878472
273.2,198.8635938,376.4020313,11.96072049,-0.053168403
273.4,200.6526563,376.4020313,-0.347764757,0.26312934
273.6,198.3948438,376.4020313,-11.2641059,0.953233507
273.8,194.7776563,376.8746875,-15.77636719,1.187608507
274,191.9846875,377.1207813,-18.46842448,0.377061632
274.2,187.258125,376.8551563,-18.62521701,0.209418403
274.4,183.14875,377.1246875,-11.57823351,0.296766493
274.6,181.0940625,377.1246875,2.495659722,-0.193142361
274.8,184.8675,377.1246875,13.69628906,-0.924479167
275,188.2425,376.5739063,16.86035156,-0.888671875
275.2,191.5315625,376.5739063,18.60297309,-0.014105903
275.4,196.3870313,376.8082813,15.67708333,0.034179688
275.6,198.6878125,376.6325,7.923177083,-0.066731771
275.8,200.27375,376.3903125,-3.549262153,1.242947049
276,197.2425,377.3942188,-14.74609375,1.384548611
276.2,193.1760938,377.3942188,-19.78624132,-0.350477431
276.4,188.6175,376.9098438,-20.07866753,-0.735134549
276.6,184.305,376.9098438,-14.82367622,-0.234917535
276.8,181.758125,376.9098438,-4.569769965,0.032552083
277,182.0003125,376.9098438,8.025173611,0.26312934
277.2,185.77375,377.1559375,16.66666667,-0.132378472
277.4,189.5471875,376.8903125,20.16192285,-0.670083956
277.6,194.5315625,376.648125,18.74744376,-0.222948132
277.8,198.0628125,376.9176563,11.60405975,-0.233743809
278,199.8909375,376.6325,0.651138249,-0.535123882
278.2,197.8792188,376.6325,-8.489560966,-0.490322299
278.4,195.8245313,376.3903125,-14.1031154,-0.169230087
278.6,192.0042188,376.3903125,-17.56781684,0.891384549
278.8,188.226875,376.8825,-17.06434462,1.228298611
279,184.4065625,377.1285938,-12.15332031,0.431857639
279.2,182.1995313,377.1325,-1.147460938,-0.673828125
279.4,184.2698438,376.6051563,8.792317708,-0.616861979
279.6,185.7698438,376.6051563,17.89496528,0.704752604
279.8,192.3440625,377.0817188,21.31022135,1.09375
280,195.58625,377.3278125,17.02419705,0.157877604
280.2,200.4221875,377.3278125,6.279296875,-1.588541667
280.4,198.8284375,376.335625,-7.674696181,-1.757269965
280.6,194.9651563,376.335625,-11.37152778,-0.551215278
280.8,193.9378125,376.335625,-12.75661892,-0.137803819
281,191.1448438,376.335625,-17.61230469,0.10796441
281.2,185.5589063,376.335625,-15.78559028,0.336371528
281.4,182.7659375,376.335625,-4.442274306,1.130642361
281.6,184.0276563,377.1129688,6.963975694,0.478515625
281.8,186.4495313,376.4254688,14.37065972,0.128580729
282,189.820625,377.210625,19.90505642,-0.415039063
282.2,195.3479688,376.3473438,19.54698351,-1.217990451
282.4,199.1448438,376.3473438,11.24240451,-0.370551215
282.6,200.6448438,376.3473438,-1.114366319,-0.119900174
282.8,198.2620313,376.3473438,-11.86306424,0
283,194.39875,376.3473438,-15.44704861,0
283.2,192.5901563,376.3473438,-19.26323785,0.02875434
283.4,185.8128125,376.3473438,-17.68391927,0.187717014
283.6,183.4690625,376.3473438,-6.558702257,0.665147569
283.8,183.601875,376.554375,3.610026042,1.321072049
284,185.4182813,377.0778125,11.65852865,1.067165799
284.2,188.5901563,377.0817188,16.96289063,0.49750434
284.4,192.7073438,377.0817188,18.98328993,0.590277778
284.6,197.1448438,377.0817188,15.50401476,1.512586806
284.8,199.3714063,378.3121875,8.638237847,-0.149197049
285,201.43,377.10125,-2.202148438,-2.237413194
285.2,198.5510938,376.835625,-13.08900256,-1.787756795
285.4,194.6878125,376.57,-16.9775422,-1.710261445
285.6,191.6057813,375.7965625,-18.81530483,0.03906783
285.8,186.8948438,376.53875,-17.35523007,1.787020264
286,183.3596875,377.0426563,-8.949929311,1.169180798
286.2,182.08625,377.0426563,5.225806875,0.266657702
286.4,186.0198438,377.0192188,16.66124132,-0.168728299
286.6,190.3245313,376.7770313,20.01627604,0.332573785
286.8,194.9964063,377.210625,17.33506944,0.645073785
287,197.8010938,377.210625,10.51812066,0.170355903
287.2,199.5432813,377.210625,1.703559028,-0.120985243
287.4,199.039375,377.210625,-9.333767361,-0.647786458
287.6,194.6839063,376.945,-14.96636285,-1.051432292
287.8,192.383125,376.7028125,-16.84787326,-0.96733941
288,187.7815625,376.460625,-16.43066406,-0.460069444
288.2,185.2346875,376.460625,-12.12619358,0.188259549
288.4,181.77375,376.8551563,-2.169053819,-0.499131944
288.6,183.805,376.3473438,10.5219184,-1.486002604
288.8,187.18,375.8160938,17.70724826,-0.499674479
289,191.4378125,376.0621875,20.52680122,0.980360243
289.2,196.27375,376.3082813,17.25802951,2.094184028
289.4,200.5315625,377.07,3.983832465,2.152235243
289.6,197.5432813,377.3160938,-8.262803819,1.358506944
289.8,195.1292188,377.8551563,-11.16156684,-0.506727431
290,193.3635938,376.8629688,-13.99359809,-1.286349826
290.2,189.2971875,377.1129688,-14.43413628,-0.840386285
290.4,187.2307813,376.6090625,-12.21571181,-0.531141493
290.6,183.2034375,376.6090625,-4.155273438,0.948350694
290.8,184.5901563,377.28875,8.464626736,0.983072917
291,188.3401563,377.28875,13.3219401,-0.251736111
291.2,190.0823438,377.0465625,16.31673177,-0.850694444
291.4,195.4573438,376.7614063,14.94140625,-0.520290799
291.6,196.9573438,376.5192188,8.800455729,1.110568576
291.8,199.5276563,377.53875,-0.217556424,1.263020833
292,196.7307813,377.53875,-9.057074653,-0.704752604
292.2,195.1253125,376.8121875,-13.94476997,-0.940212674
292.4,191.5510938,376.8121875,-19.21657986,0.293511285
292.6,186.08625,377.3473438,-17.17719184,-0.046115451
292.8,183.4964063,376.8629688,-8.996310764,-0.724826389
293,182.2229688,376.8629688,1.152886285,-0.67437066
293.2,184.2542188,376.5973438,10.07501014,-0.580160524
293.4,187.0120313,376.5973438,14.75506137,-0.17128244
293.6,190.2542188,376.5973438,17.85002016,-0.078363561
293.8,195.2385938,376.3590625,14.97536744,0.856564771
294,196.58625,377.1442188,9.2174994,0.825733299
294.2,199.2971875,376.8082813,1.117149922,0.236043351
294.4,197.89875,377.1871875,-10.34613715,-0.22515191
294.6,193.8596875,376.72625,-15.80240885,-0.651584201
294.8,190.6214063,376.8082813,-15.92556424,-0.445421007
295,187.5784375,376.4840625,-14.48187934,0.030924479
295.2,183.46125,376.835625,-6.315646701,0.466037326
295.4,184.476875,376.835625,4.755859375,0.136176215
295.6,186.2190625,376.835625,12.17176649,-0.115017361
295.8,189.508125,376.835625,17.65842014,-0.544704861
296,194.2542188,376.7340625,17.32096354,-1.306423611
296.2,197.555,375.960625,10.96082899,-0.564236111
296.4,199.0510938,376.4528125,1.768663194,0.559353299
296.6,198.2698438,376.4528125,-7.638346354,0.623914931
